business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,PriceRange,Reservations,Monday_mealtype,Tuesday_mealtype,Wednesday_mealtype,Thursday_mealtype,Friday_mealtype,Saturday_mealtype,Sunday_mealtype,sum,count,Sentiment_mean
TdjydrOFUSMUsTKdlXW6aQ,New Garden Restaurant,823 S Central Ave,Phoenix,AZ,85004,33.4392672,-112.0735794,4,53,1,"{'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'""}","Restaurants, Chinese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,0,11110,11110,10000,11110,11110,11100,11100,49.10352552,50,0.98207051
hEcn9k6ONd5n2mq0lB2aew,JB's Restaurant,3567 W Northern Ave,Phoenix,AZ,85051,33.5526961,-112.1358957,3.5,44,1,"{'HasTV': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'BikeParking': 'True'}","Restaurants, American (Traditional), Breakfast & Brunch, Buffets","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '9:0-22:0'}",1,0,11111,11111,11111,11111,11111,11111,11111,42.19750362,44,0.959034173
6g-ufVkF3gQjqfBjEzWPJw,Dickey's Barbecue Pit,"3125 E Indian School Rd, Ste 104",Phoenix,AZ,85016,33.4948977,-112.0146382,3.5,71,1,"{'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'WiFi': 'None', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True'}","Barbeque, Southern, American (Traditional), Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",2,0,11110,11110,11110,11110,11110,11110,11110,47.88654249,50,0.95773085
2DmTw0k3bcXuHdAyxO_bkw,Tryst Cafe,21050 N Tatum Blvd,Phoenix,AZ,85050,33.677854,-111.978579,3.5,584,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'True'}","Gluten-Free, Restaurants, American (New), Coffee & Tea, Breakfast & Brunch, Health Markets, Specialty Food, Diners, Food, Cafes, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-15:0'}",2,1,11111,11111,11111,10111,11111,11111,10111,49.80672563,50,0.996134513
ORWl-Sgc8QvdXqRnWN_8Jg,Levi Catering,"3375 E Shea Blvd, Ste C",Phoenix,AZ,85028,33.5820448,-112.0082774,4,6,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Caters': 'True'}","Event Planning & Services, Restaurants, Bakeries, Vegetarian, Food Delivery Services, Party & Event Planning, Caterers, Kosher, Food, Cafes","{'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0'}",0,0,10000,10111,10111,10111,10111,10000,10000,5.994976968,6,0.999162828
VXOmtsBy1QnMXY34M6qeMQ,DK Dogs,"4700 North 12th St, Ste 122",Phoenix,AZ,85014,33.5058503,-112.0567192,4.5,69,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'""}","Street Vendors, Food, Food Stands, Restaurants, Hot Dogs, Food Trucks","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-16:0'}",1,0,11111,11110,11110,11110,11110,10110,10000,49.85314112,50,0.997062822
qVpfhkHMvF9Rlwe9dqPlBg,Carniceria Mi Casita,4203 N 19th Ave,Phoenix,AZ,85015,33.49609571,-112.0996034,3.5,3,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True'}","Food, Meat Shops, Specialty Food, Mexican, Restaurants","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",0,0,11111,11111,11111,11111,11111,11111,11111,2.969879392,3,0.989959797
MeSrAvgBNWHP2Js2--b6zw,P.A.K Crepes & Coffee,"7540 W Indian School Rd, Ste A4",Phoenix,AZ,85033,33.4955059,-112.2221483,4.5,66,1,"{'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False'}","Restaurants, Coffee & Tea, Creperies, Ice Cream & Frozen Yogurt, Food","{'Monday': '0:0-0:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",1,0,11111,10000,11111,11111,11111,11111,11111,49.62373307,50,0.992474661
dThrFTK_bqo1woPvUgY70g,Pomelo,"7100 N 12th St, Bldg One",Phoenix,AZ,85020,33.54024859,-112.0566336,4,269,1,"{'WiFi': ""u'free'"", 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True'}","Bars, American (New), Restaurants, Cocktail Bars, Pizza, Italian, Breakfast & Brunch, Nightlife","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}",2,1,11110,11110,11110,11110,11110,11111,11111,49.6406929,50,0.992813858
P7j_K9baGxWPlInbjn0OOg,Pita Bistro,"4740 S 48th St, Ste 111",Phoenix,AZ,85040,33.4045844,-111.9791782,4,218,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False}"", 'HappyHour': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'no'"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'False', 'RestaurantsDelivery': 'False', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True'}","Bars, Nightlife, Food, Juice Bars & Smoothies, Salad, Beer, Wine & Spirits, Mediterranean, Wine Bars, Middle Eastern, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '11:0-20:0'}",1,0,11111,11111,11111,11111,11111,11110,10000,49.94593366,50,0.998918673
IzAuLLI49vgqsGrA0GgYsA,Lo-Lo's Chicken & Waffles,401 E Jefferson St,Phoenix,AZ,85004,33.435393,-112.074021,3.5,29,1,"{'Ambience': 'None', 'BusinessParking': 'None', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True'}","Waffles, Hot Dogs, Restaurants, Chicken Wings, Southern, Barbeque, Chicken Shop","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-18:0'}",1,1,11111,11111,11111,11111,11111,11111,11111,28.93183651,29,0.997649535
4NfjvMzUG5rbkxtPg-8pkw,Panda Express,"7000 16th St, Ste 100",Phoenix,AZ,85020,33.5386355,-112.0483822,2.5,37,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Chinese, Fast Food","{'Monday': '9:30-22:0', 'Tuesday': '9:30-22:0', 'Wednesday': '9:30-22:0', 'Thursday': '9:30-22:0', 'Friday': '9:30-22:30', 'Saturday': '10:0-22:0', 'Sunday': '10:30-21:30'}",1,0,11111,11111,11111,11111,11111,11111,11111,35.1253007,37,0.949332451
pu7maVMRHbIUv2x3B_xMHQ,Rico's American Grill,7677 N 16th St,Phoenix,AZ,85020,33.547917,-112.047124,3,170,1,"{'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'DriveThru': 'False', 'BusinessAcceptsCreditCards': 'True'}","American (New), Breakfast & Brunch, Sandwiches, Nightlife, Burgers, Bars, Restaurants, American (Traditional), Salad","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",2,1,11111,11111,11111,11111,11111,11111,11111,48.23472437,50,0.964694487
Ns20WGWn6s6niKAGIQB4UQ,Crescent Ballroom,308 N 2nd Ave,Phoenix,AZ,85003,33.4517982,-112.0769327,4,555,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Smoking': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'CoatCheck': 'False', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Lounges, Mexican, Music Venues, Nightlife, Restaurants, Arts & Entertainment, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '18:0-2:0'}",2,0,11111,11110,11110,11110,11110,11000,11000,49.97715529,50,0.999543106
6SN1K-dWH5LoGHz4-SA1HQ,Little Caesars Pizza,"4450 E Mcdowell Rd Suite 130, Ste 130",Phoenix,AZ,85008,33.4663498,-111.9848827,1.5,19,1,"{'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Pizza, Fast Food","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",1,0,11111,11111,11111,11111,11111,11111,11111,18.35579308,19,0.966094372
pjpUOlJLlkIxBZ5BquA2PA,Pomo Pizzeria - Phoenix,"705 N 1st St, Ste 120",Phoenix,AZ,85004,33.4558709,-112.0722832,4.5,671,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsReservations': 'False'}","Restaurants, Pizza, Sandwiches, Italian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '17:0-19:0'}",2,0,11111,11110,11110,11110,11110,11110,11000,49.67113887,50,0.993422777
Z1EMKsow2XgbgVYoGbX20g,Pizzario Phoenix,2206 E Magnolia St,Phoenix,AZ,85034,33.4229091,-112.0349956,5,8,1,"{'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True'}","Pasta Shops, Chicken Wings, Restaurants, Pizza, Caterers, American (New), Burgers, Event Planning & Services, Desserts, Food Delivery Services, Food, Sandwiches, Italian, Specialty Food, Breakfast & Brunch, Salad","{'Monday': '0:0-0:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Sunday': '12:0-21:0'}",0,0,11111,10111,10111,10111,10111,10000,11100,7.410317034,8,0.926289629
uLUl_dMl6a9m774LGReDVA,Golden Wok Chinese Restaurant,4651 E Cactus Rd,Phoenix,AZ,85032,33.59741787,-111.9816356,3.5,77,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Restaurants, Chinese","{'Monday': '15:0-21:30', 'Tuesday': '15:0-21:30', 'Wednesday': '15:0-21:30', 'Thursday': '15:0-21:30', 'Friday': '15:0-21:30', 'Saturday': '15:0-21:30', 'Sunday': '16:0-21:0'}",2,1,11100,11100,11100,11100,11100,11100,11000,47.96038811,50,0.959207762
#NAME?
QtxTLatcq133Pfnl90ZB9Q,Pa'La,2107 N 24th St,Phoenix,AZ,85008,33.4706474,-112.0299616,5,93,1,"{'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""'quiet'""}","Tapas/Small Plates, Specialty Food, Mediterranean, Food, Italian, Pizza, Seafood, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-14:0', 'Friday': '17:30-21:0', 'Saturday': '17:30-21:0'}",2,1,11111,10110,10110,10110,11000,11000,10000,49.8840344,50,0.997680688
